QUOTE;AUTHOR;GENRE
The chief role of the universities is to prolong adolescence into middle age, at which point early retirement ensures that we lack the means or the will to enforce significant change.;J. G. Ballard;age
My grandparents got married at a very young age, and a lot of what I think about marriage is based on their relationship. I watched them over the years and saw how they dealt with everything together, as a team.;Kyle Chandler;age
My grandparents got married at a very young age, and a lot of what I think about marriage is based on their relationship.;Kyle Chandler;age
At my age it is unseemly to be pessimistic.;Naguib Mahfouz;age
I don't know why people are so obsessed with age anyway. I mean, 90 is the new 70 70 is the new 50 and 50 is the new 40 so the whole act-your-age thing? Only up to a point.;Joan Collins;age
I don't look my age, I don't feel my age and I don't act my age. To me age is just a number.;Joan Collins;age
I believe that parents need to make nutrition education a priority in their home environment. It's crucial for good health and longevity to instill in your children sound eating habits from an early age.;Cat Cora;age
Most poetry in the modern age has retreated to the private sphere, turning its back on the political realm.;Terry Eagleton;age
We incorporated new tastes and flavors into our kids' diets from a very early age, which helped to develop their palates and prevented them from becoming picky eaters. We don't buy junk food and give them options of fresh fruit, yogurt, raw almonds, or dried whole grain cereals for snack time.;Cat Cora;age
Filth and old age, I'm sure you will agree, are powerful wardens upon chastity.;Geoffrey Chaucer;age
It has been claimed at times that our modern age of technology facilitates dictatorship.;Henry A. Wallace;age
Working on the 'Ice Age' movies, I'm really proud to be in them.;Seann William Scott;age
No Congress ever has seen fit to amend the Constitution to address any issue related to marriage. No Constitutional Amendment was needed to ban polygamy or bigamy, nor was a Constitutional Amendment needed to set a uniform age of majority to ban child marriages.;Judy Biggert;age
We're taught at such a young age that you can always be better and that you're never perfect and that you're never good enough.;Shawn Johnson;age
The young people have MTV and rock and roll. Why would they go to read poetry? Poetry belongs to the Stone Age. It awakens in us perceptions that go back to those times.;Robert Morgan;age
Study is the bane of childhood, the oil of youth, the indulgence of adulthood, and a restorative in old age.;Walter Savage Landor;age
Because of my age and because there's more work on the small screen. What it's missing in quality it makes up for in quantity. From an actor's selfish point of view.;Cesar Romero;age
Old age is an insult. It's like being smacked.;Lawrence Durrell;age
Age puzzles me. I thought it was a quiet time. My seventies were interesting and fairly serene, but my eighties are passionate. I grow more intense as I age.;Florida Scott-Maxwell;age
One of the great challenges of our age, in which the tools of our productivity are also the tools of our leisure, is to figure out how to make more useful those moments of procrastination when we're idling in front of our computer screens.;Joshua Foer;age
I happen to be interested in watching a face age. I like faces of women aging so it makes me personally quite sad. That's a beautiful gift from God. If people don't want to see that anymore then I won't be in anymore movies.;Debra Winger;age
Never say never, but the thought of electively cutting oneself is beyond my grasp, and I also object to it politically. Denying the lines on our faces makes a comment about age and wisdom I don't care to make.;Debra Winger;age
